sensor_type,timestamp,sensor_0,sensor_1,sensor_2,estimate_x,estimate_y,estimate_vx,estimate_vy,ground_truth_x,ground_truth_y,ground_truth_vx,ground_truth_vy,rmse_x,rmse_y,rmse_vx,rmse_vy
1,1477010458650000,13.6423,-2.56294,4.89282,-11.5271,-7.86148,-4,-2.81377,-11.6304,-7.78849,-4.19066,-2.71349,0.0739323,0.0832173,0.451906,0.27199
0,1477010458700000,-11.5269,-7.8215,,-11.6985,-7.96384,-3.98499,-2.66916,-11.8413,-7.92208,-4.23932,-2.6273,0.0742521,0.0831184,0.451416,0.271568
1,1477010458750000,14.3095,-2.55814,4.49673,-11.8901,-8.07359,-3.88475,-2.4666,-12.0546,-8.05131,-4.28682,-2.53924,0.0747092,0.0829962,0.451268,0.271169
0,1477010458800000,-12.09,-8.08828,,-12.0973,-8.16011,-3.95912,-2.30895,-12.2702,-8.17609,-4.33309,-2.44932,0.0752207,0.0828701,0.451045,0.270856
1,1477010458850000,14.807,-2.56912,5.27667,-12.3346,-8.28469,-4.43191,-2.45054,-12.4881,-8.29633,-4.37802,-2.35756,0.0755938,0.0827422,0.450345,0.27048
0,1477010458900000,-12.4231,-8.2599,,-12.5401,-8.372,-4.44531,-2.28956,-12.7082,-8.41193,-4.42156,-2.26399,0.0760598,0.0826427,0.449641,0.27006
1,1477010458950000,15.153,-2.57023,4.46958,-12.7436,-8.45325,-4.22573,-2.01079,-12.9304,-8.5228,-4.4636,-2.16863,0.0766554,0.082605,0.449135,0.269782
0,1477010459000000,-13.2911,-8.64594,,-13.0255,-8.54603,-4.43046,-1.87101,-13.1547,-8.62886,-4.50407,-2.07151,0.0768748,0.0826057,0.448453,0.269593
1,1477010459050000,16.1868,-2.5908,5.01852,-13.2865,-8.63798,-4.71119,-1.8208,-13.381,-8.73002,-4.54289,-1.97267,0.0769357,0.0826367,0.447855,0.269307
0,1477010459100000,-13.384,-8.57583,,-13.5057,-8.69104,-4.71783,-1.63139,-13.6092,-8.82619,-4.57997,-1.87214,0.0770321,0.0828506,0.447227,0.269224
1,1477010459150000,15.9458,-2.59682,4.2878,-13.7165,-8.7285,-4.44573,-1.32542,-13.8392,-8.91729,-4.61524,-1.76997,0.0772147,0.0833849,0.446635,0.26994
0,1477010459200000,-13.9959,-8.99264,,-13.9304,-8.85267,-4.44887,-1.37013,-14.0709,-9.00324,-4.64861,-1.6662,0.0774887,0.0836744,0.446085,0.270024
1,1477010459250000,16.9366,-2.59554,5.12891,-14.1991,-8.93111,-4.92843,-1.40415,-14.3043,-9.08395,-4.68001,-1.56086,0.0775888,0.0839737,0.445613,0.26975
0,1477010459300000,-14.4273,-9.1875,,-14.4203,-9.06469,-4.87929,-1.49149,-14.5391,-9.15936,-4.70936,-1.45402,0.0777484,0.0840085,0.44503,0.269345
1,1477010459350000,17.3041,-2.57238,4.58709,-14.6461,-9.13655,-4.70734,-1.34721,-14.7754,-9.22939,-4.73658,-1.34573,0.0779577,0.0840368,0.444354,0.268934
0,1477010459400000,-15.062,-9.04396,,-14.9419,-9.12639,-4.8888,-1.02071,-15.013,-9.29397,-4.76161,-1.23603,0.0779378,0.0844161,0.443734,0.268787
1,1477010459450000,18.3825,-2.58614,4.68517,-15.2064,-9.19607,-4.9476,-0.95012,-15.2517,-9.35302,-4.78436,-1.125,0.0778596,0.0847298,0.443152,0.268552
0,1477010459500000,-15.6682,-9.56749,,-15.4673,-9.33079,-4.97663,-1.0723,-15.4916,-9.40649,-4.80476,-1.01269,0.0777534,0.084704,0.442583,0.268166
1,1477010459550000,18.4821,-2.6107,4.28658,-15.7015,-9.36847,-4.7013,-0.870834,-15.7324,-9.45431,-4.82275,-0.899159,0.0776548,0.0847074,0.441966,0.267767
0,1477010459600000,-16.0862,-9.59819,,-15.9502,-9.45884,-4.73864,-0.89364,-15.9741,-9.49642,-4.83827,-0.784484,0.0775491,0.0846052,0.441336,0.267431
1,1477010459650000,18.8168,-2.65166,4.3787,-16.1979,-9.47406,-4.72337,-0.712324,-16.2164,-9.53277,-4.85124,-0.668734,0.0774395,0.0845395,0.44073,0.267041
0,1477010459700000,-16.4229,-9.37029,,-16.4462,-9.45988,-4.77199,-0.488183,-16.4594,-9.5633,-4.8616,-0.55198,0.0773272,0.0846021,0.440099,0.266665
1,1477010459750000,18.5335,-2.61375,4.25211,-16.652,-9.4727,-4.68629,-0.375509,-16.7027,-9.58797,-4.8693,-0.434301,0.0772616,0.0847098,0.439557,0.266287
0,1477010459800000,-17.1132,-9.43043,,-16.9441,-9.44332,-4.83273,-0.114857,-16.9464,-9.60673,-4.87427,-0.315773,0.077147,0.0850511,0.438911,0.266117
1,1477010459850000,20.1085,-2.57124,4.57915,-17.1981,-9.50583,-5.02892,-0.181752,-17.1903,-9.61954,-4.87646,-0.196479,0.0770339,0.0851501,0.438339,0.265724
0,1477010459900000,-17.5448,-9.57485,,-17.4638,-9.52382,-5.06409,-0.0961481,-17.4342,-9.62636,-4.87583,-0.0765024,0.076937,0.0852067,0.437812,0.265334
1,1477010459950000,20.4243,-2.6638,4.17748,-17.7201,-9.5156,-4.92353,0.0637611,-17.6781,-9.62717,-4.87232,0.0440703,0.0768576,0.0852962,0.437176,0.264946
0,1477010460000000,-17.9724,-9.42299,,-17.9765,-9.4767,-4.95182,0.269149,-17.9216,-9.62194,-4.86588,0.165151,0.0768023,0.0855334,0.436559,0.264617
1,1477010460050000,20.4843,-2.67648,3.99555,-18.2159,-9.44571,-4.82324,0.429258,-18.1648,-9.61064,-4.85648,0.286648,0.0767398,0.0858726,0.435924,0.264342
0,1477010460100000,-18.2763,-9.60997,,-18.3952,-9.51041,-4.65083,0.274852,-18.4074,-9.59325,-4.84408,0.40847,0.0766307,0.0858639,0.435414,0.264055
1,1477010460150000,20.6091,-2.65784,4.30292,-18.6309,-9.50097,-4.85275,0.34141,-18.6493,-9.56977,-4.82864,0.530522,0.0765257,0.0858192,0.434782,0.263868
0,1477010460200000,-18.9545,-9.51544,,-18.887,-9.48504,-4.87715,0.434891,-18.8904,-9.54017,-4.81012,0.652707,0.0764149,0.0857462,0.434167,0.263746
1,1477010460250000,20.7641,-2.69174,4.20813,-19.1156,-9.44678,-4.90877,0.556178,-19.1305,-9.50447,-4.78851,0.774927,0.0763086,0.0856783,0.433587,0.263627
0,1477010460300000,-19.2983,-9.09865,,-19.3797,-9.30294,-4.95282,0.980873,-19.3694,-9.46265,-4.76378,0.897083,0.0762006,0.0859833,0.433081,0.263286
1,1477010460350000,21.5791,-2.7216,3.64727,-19.6116,-9.22684,-4.72713,1.15413,-19.6069,-9.41472,-4.73591,1.01907,0.0760915,0.0864484,0.432458,0.263007
0,1477010460400000,-19.8731,-8.96417,,-19.873,-9.08568,-4.7576,1.52122,-19.8431,-9.36071,-4.70487,1.1408,0.0759993,0.0875708,0.431847,0.263418
1,1477010460450000,21.7788,-2.78143,3.68183,-20.1193,-8.96882,-4.78629,1.78087,-20.0775,-9.30061,-4.67066,1.26215,0.0759235,0.0892258,0.431274,0.264499
0,1477010460500000,-20.1607,-9.59663,,-20.2411,-9.17842,-4.3754,1.01793,-20.3102,-9.23446,-4.63328,1.38303,0.0759051,0.0891488,0.430879,0.26484
1,1477010460550000,22.661,-2.69707,3.79466,-20.4796,-9.14328,-4.54281,1.07772,-20.5409,-9.16227,-4.59271,1.50334,0.0758678,0.0890278,0.430275,0.265434
0,1477010460600000,-20.6596,-8.91527,,-20.7127,-9.02517,-4.55451,1.32622,-20.7696,-9.08409,-4.54895,1.62296,0.0758206,0.0889569,0.429665,0.265528
1,1477010460650000,23.1722,-2.76598,3.50623,-20.9569,-8.94502,-4.51188,1.4532,-20.9959,-8.99994,-4.50202,1.74179,0.0757417,0.0888791,0.429058,0.265596
0,1477010460700000,-21.0195,-8.85081,,-21.1494,-8.87775,-4.40939,1.50439,-21.2198,-8.90987,-4.45191,1.85972,0.0757274,0.0887702,0.42846,0.265892
1,1477010460750000,23.5086,-2.76519,3.3332,-21.3821,-8.79658,-4.34755,1.60394,-21.4412,-8.81393,-4.39865,1.97666,0.0756856,0.0886502,0.427866,0.266252
0,1477010460800000,-21.5029,-8.87191,,-21.5635,-8.78441,-4.21952,1.4838,-21.6597,-8.71217,-4.34224,2.0925,0.0757511,0.0886085,0.427316,0.267823
1,1477010460850000,23.1693,-2.81593,2.77502,-21.7438,-8.67003,-3.86628,1.58842,-21.8754,-8.60465,-4.2827,2.20712,0.0759644,0.0885521,0.427286,0.26944
0,1477010460900000,-21.9793,-8.57089,,-21.9458,-8.57733,-3.85579,1.70582,-22.0881,-8.49143,-4.22007,2.32043,0.076229,0.0885448,0.427123,0.271013
1,1477010460950000,23.4906,-2.80745,3.30506,-22.1577,-8.47345,-4.07921,1.89666,-22.2975,-8.37258,-4.15437,2.43232,0.0764786,0.0885814,0.426548,0.272105
0,1477010461000000,-22.5838,-8.35296,,-22.4065,-8.34695,-4.14297,2.09618,-22.5035,-8.24817,-4.08564,2.5427,0.0765432,0.0886113,0.425967,0.272742
1,1477010461050000,23.9093,-2.77466,2.90501,-22.5919,-8.24372,-3.96473,2.14118,-22.7061,-8.11829,-4.01391,2.65145,0.0766725,0.0887341,0.425386,0.273683
0,1477010461100000,-22.9861,-7.6724,,-22.8683,-7.93122,-4.07538,2.8931,-22.9049,-7.98301,-3.93923,2.75848,0.076591,0.0886534,0.42486,0.273397
1,1477010461150000,24.7121,-2.79819,2.37553,-23.0594,-7.77951,-3.75806,2.96104,-23.1,-7.84243,-3.86163,2.8637,0.0765152,0.088593,0.424311,0.273069
0,1477010461200000,-23.4777,-7.56583,,-23.2946,-7.58173,-3.76144,3.26951,-23.2911,-7.69663,-3.78118,2.967,0.0764105,0.0886757,0.423731,0.273153
1,1477010461250000,24.5005,-2.85095,2.95743,-23.5036,-7.42318,-3.93794,3.45916,-23.4781,-7.54572,-3.69792,3.06828,0.0763177,0.0887858,0.423337,0.273544
0,1477010461300000,-23.5408,-7.36069,,-23.6571,-7.30921,-3.7415,3.34859,-23.6609,-7.3898,-3.61191,3.16746,0.0762139,0.0887645,0.422814,0.273335
1,1477010461350000,24.9317,-2.87494,2.63668,-23.8563,-7.12724,-3.7451,3.52858,-23.8393,-7.22897,-3.52321,3.26445,0.0761155,0.0888023,0.422398,0.27331
0,1477010461400000,-23.9384,-7.26171,,-23.9948,-7.09413,-3.51578,3.15441,-24.0132,-7.06336,-3.43189,3.35916,0.0760183,0.0886964,0.421848,0.273148
1,1477010461450000,25.0718,-2.90236,2.27024,-24.164,-6.9099,-3.3809,3.28296,-24.1825,-6.89307,-3.33801,3.45149,0.0759216,0.0885807,0.421283,0.272919
0,1477010461500000,-24.2574,-6.4352,,-24.3407,-6.61427,-3.3244,3.76344,-24.347,-6.71823,-3.24166,3.54138,0.0758199,0.0886258,0.420737,0.272795
1,1477010461550000,25.808,-2.85952,1.9332,-24.508,-6.43799,-3.13708,3.78189,-24.5066,-6.53896,-3.14289,3.62873,0.0757179,0.0886612,0.420171,0.272543
0,1477010461600000,-24.3008,-6.43799,,-24.5811,-6.3576,-2.84958,3.47585,-24.6612,-6.35538,-3.0418,3.71347,0.0757302,0.0885424,0.419725,0.272456
1,1477010461650000,25.3337,-2.90212,1.88951,-24.721,-6.17754,-2.79231,3.59045,-24.8107,-6.16764,-2.93846,3.79553,0.075771,0.0884254,0.419232,0.272298
0,1477010461700000,-25.146,-5.91902,,-24.9149,-5.94117,-2.81199,3.87737,-24.955,-5.97587,-2.83295,3.87484,0.0756983,0.0883256,0.418674,0.271935
1,1477010461750000,25.3991,-2.94252,1.81437,-25.0483,-5.72876,-2.72943,4.0235,-25.094,-5.7802,-2.72537,3.95132,0.0756343,0.088248,0.418117,0.271598
0,1477010461800000,-25.1941,-5.64372,,-25.1754,-5.57775,-2.60023,3.93039,-25.2276,-5.58079,-2.61581,4.02492,0.0755816,0.088131,0.417563,0.271282
1,1477010461850000,26.1059,-2.93168,1.92108,-25.3317,-5.38429,-2.66583,4.06192,-25.3556,-5.37777,-2.50435,4.09557,0.0754915,0.088015,0.417093,0.270928
0,1477010461900000,-25.5713,-5.10241,,-25.4859,-5.13747,-2.61826,4.27516,-25.4779,-5.1713,-2.39109,4.16322,0.075393,0.0879159,0.416706,0.270631
1,1477010461950000,25.8634,-2.88519,1.92658,-25.6149,-4.9639,-2.61697,4.25543,-25.5946,-4.96152,-2.27613,4.22781,0.0753009,0.0878003,0.416524,0.270279
0,1477010462000000,-25.6952,-4.89995,,-25.7253,-4.82157,-2.47676,4.07163,-25.7055,-4.7486,-2.15956,4.2893,0.0752089,0.0877646,0.416295,0.270154
1,1477010462050000,26.1896,-2.97252,1.63348,-25.8455,-4.61164,-2.39682,4.14156,-25.8105,-4.53268,-2.04149,4.34764,0.0751317,0.0877427,0.416147,0.270006
0,1477010462100000,-25.9516,-4.26659,,-25.968,-4.34083,-2.32523,4.39273,-25.9096,-4.31392,-1.92202,4.40279,0.0750928,0.0876389,0.416113,0.269654
1,1477010462150000,27.2593,-2.978,0.843194,-26.0739,-4.12303,-1.98575,4.29248,-26.0027,-4.0925,-1.80125,4.45471,0.075083,0.0875386,0.415678,0.26943
0,1477010462200000,-26.1198,-3.67723,,-26.1722,-3.80274,-1.86076,4.68435,-26.0897,-3.86856,-1.67928,4.50337,0.075103,0.0874892,0.415241,0.269238
1,1477010462250000,26.8438,-2.9974,0.594495,-26.2462,-3.56083,-1.55049,4.68015,-26.1706,-3.64227,-1.55623,4.54875,0.0751043,0.087474,0.414703,0.268972
0,1477010462300000,-25.9974,-3.24722,,-26.269,-3.30183,-1.29719,4.77836,-26.2453,-3.41381,-1.4322,4.59081,0.0750169,0.0875462,0.414223,0.268793
1,1477010462350000,26.4694,-3.0276,0.430728,-26.3203,-3.05576,-1.08007,4.82514,-26.3138,-3.18332,-1.30729,4.62954,0.0749209,0.0876728,0.41385,0.26863
0,1477010462400000,-26.1741,-2.87885,,-26.3352,-2.85101,-0.856825,4.71512,-26.376,-2.95098,-1.18162,4.66493,0.0748531,0.0877066,0.413646,0.268297
1,1477010462450000,26.6919,-3.01199,0.454246,-26.3933,-2.64273,-0.784445,4.66561,-26.4319,-2.71697,-1.05529,4.69696,0.0747826,0.0876747,0.413343,0.267957
0,1477010462500000,-26.674,-2.73852,,-26.4585,-2.55836,-0.694889,4.19932,-26.4815,-2.48143,-0.928411,4.72562,0.0746959,0.0876489,0.412983,0.268935
1,1477010462550000,26.7127,-3.07702,0.496758,-26.5141,-2.33703,-0.668932,4.28667,-26.5247,-2.24456,-0.80109,4.75091,0.0746025,0.0876616,0.412509,0.269613
0,1477010462600000,-26.6691,-2.17333,,-26.5631,-2.14337,-0.579195,4.24228,-26.5616,-2.0065,-0.673434,4.77284,0.0745076,0.0878218,0.412012,0.270597
1,1477010462650000,26.358,-3.09139,0.423345,-26.5947,-1.91769,-0.532204,4.31781,-26.5921,-1.76744,-0.545553,4.79141,0.0744131,0.0880363,0.411489,0.271304
0,1477010462700000,-26.4671,-1.53207,,-26.598,-1.62339,-0.375362,4.58623,-26.6161,-1.52753,-0.417552,4.80664,0.0743245,0.088057,0.410973,0.271188
1,1477010462750000,26.5906,-3.05894,-0.249844,-26.593,-1.41048,-0.156236,4.52697,-26.6338,-1.28695,-0.289538,4.81852,0.0742589,0.0881645,0.410509,0.271241
0,1477010462800000,-26.5998,-1.14277,,-26.5984,-1.1641,-0.0202093,4.59822,-26.6451,-1.04586,-0.161616,4.8271,0.0742023,0.0882532,0.410053,0.271142
1,1477010462850000,27.2525,-3.08003,-0.161527,-26.6282,-0.953472,0.0312597,4.53661,-26.65,-0.804425,-0.0338883,4.83238,0.074117,0.0884583,0.40955,0.271207
0,1477010462900000,-26.7355,-0.59539,,-26.6429,-0.661989,0.136005,4.75955,-26.6485,-0.562811,0.0935412,4.83439,0.0740246,0.0884868,0.409042,0.270893
1,1477010462950000,26.9891,-3.14289,-0.611633,-26.6294,-0.410023,0.346211,4.81615,-26.6406,-0.321181,0.220572,4.83317,0.0739341,0.0884877,0.408579,0.270555
0,1477010463000000,-26.4553,0.0602653,,-26.5846,-0.0586692,0.5754,5.17351,-26.6264,-0.0796947,0.347104,4.82874,0.0738714,0.0883835,0.408228,0.270766
1,1477010463050000,26.9541,3.13651,-0.730319,-26.5653,0.200359,0.721637,5.16683,-26.6059,0.161489,0.473041,4.82116,0.0738073,0.0882948,0.407909,0.270978
0,1477010463100000,-26.6201,0.57588,,-26.5404,0.515323,0.8687,5.33913,-26.5792,0.402213,0.598287,4.81045,0.073741,0.088365,0.407625,0.27192
1,1477010463150000,26.8268,3.12737,-0.525282,-26.5294,0.768581,0.865052,5.24051,-26.5462,0.642323,0.722748,4.79667,0.0736544,0.0884788,0.407182,0.272479
0,1477010463200000,-26.7293,1.06082,,-26.5225,1.04255,0.931843,5.26481,-26.5069,0.881666,0.846334,4.77986,0.0735675,0.0887304,0.406701,0.273207
1,1477010463250000,26.0865,3.0416,-0.379773,-26.4822,1.33681,0.9411,5.30955,-26.4616,1.12009,0.968955,4.76007,0.073484,0.0892714,0.406202,0.27423
0,1477010463300000,-26.3986,1.42212,,-26.4297,1.51512,1.04154,4.99482,-26.4101,1.35745,1.09053,4.73737,0.0734001,0.0895035,0.40571,0.27419
1,1477010463350000,26.5132,3.16286,-0.674688,-26.3905,1.70889,1.07509,4.76453,-26.3526,1.59361,1.21096,4.71181,0.073334,0.0895758,0.405269,0.273866
0,1477010463400000,-26.3594,1.79315,,-26.342,1.87175,1.13794,4.48926,-26.2891,1.82841,1.33018,4.68345,0.0732911,0.0894918,0.404884,0.2737
1,1477010463450000,26.4109,3.07231,-1.06212,-26.2737,2.09136,1.29964,4.47825,-26.2197,2.06173,1.44811,4.65235,0.0732503,0.0893946,0.404457,0.273501
0,1477010463500000,-26.2502,2.18481,,-26.2175,2.25083,1.3561,4.23486,-26.1444,2.29342,1.56467,4.61859,0.0732501,0.0893105,0.404095,0.273823
1,1477010463550000,26.1685,3.05439,-0.855942,-26.156,2.45273,1.38698,4.13227,-26.0633,2.52336,1.67979,4.58223,0.0733035,0.0892699,0.403862,0.274387
0,1477010463600000,-26.0641,2.80701,,-26.0761,2.72976,1.52768,4.33386,-25.9765,2.75141,1.79339,4.54334,0.0733785,0.0891681,0.403585,0.274249
1,1477010463650000,26.4965,3.02722,-1.60779,-25.98,2.95197,1.80542,4.40378,-25.8841,2.97746,1.90543,4.502,0.0734414,0.0890692,0.403127,0.27396
0,1477010463700000,-25.8345,3.42005,,-25.8681,3.29079,2.01266,4.75008,-25.7861,3.20139,2.01582,4.45828,0.0734634,0.08907,0.402641,0.274004
1,1477010463750000,26.4473,2.99994,-1.43601,-25.7838,3.53254,2.09211,4.71755,-25.6826,3.42306,2.12452,4.41227,0.0735426,0.0891246,0.40216,0.274084
0,1477010463800000,-25.6666,3.63509,,-25.6814,3.70535,2.16845,4.46194,-25.5737,3.64239,2.23146,4.36404,0.0736434,0.0890711,0.40169,0.273797
1,1477010463850000,25.7684,3.0197,-1.63152,-25.5656,3.90786,2.29687,4.35281,-25.4596,3.85924,2.3366,4.31367,0.0737379,0.0889963,0.401214,0.273476
0,1477010463900000,-25.7492,3.99968,,-25.5063,4.05017,2.25596,4.04868,-25.3402,4.07353,2.43989,4.26125,0.0740957,0.0888973,0.400835,0.273347
1,1477010463950000,25.6284,2.99447,-1.70553,-25.3856,4.23967,2.37935,3.96247,-25.2157,4.28514,2.54127,4.20686,0.0744699,0.0888191,0.400436,0.273281
0,1477010464000000,-25.0214,4.52803,,-25.2176,4.49243,2.60851,4.08066,-25.0863,4.49399,2.64071,4.15058,0.0746566,0.0887136,0.399963,0.272978
1,1477010464050000,24.6515,2.96589,-1.64191,-25.0694,4.67971,2.62183,3.89358,-24.9518,4.69998,2.73817,4.09251,0.0747873,0.0886139,0.399529,0.272826
0,1477010464100000,-25.0363,4.88499,,-24.9532,4.87229,2.68594,3.82206,-24.8126,4.90303,2.83361,4.03273,0.075011,0.0885217,0.399121,0.272696
1,1477010464150000,24.8606,2.94075,-1.97394,-24.7975,5.0582,2.81327,3.74438,-24.6686,5.10304,2.92701,3.97132,0.0751835,0.0884441,0.398688,0.272597
0,1477010464200000,-24.5041,5.35293,,-24.6216,5.30284,3.00753,3.86139,-24.5201,5.29995,3.01833,3.90839,0.0752562,0.0883401,0.398219,0.272286
1,1477010464250000,24.9946,2.93014,-2.49278,-24.4475,5.48846,3.26649,3.83373,-24.367,5.49367,3.10754,3.84401,0.075269,0.0882367,0.397826,0.271966
0,1477010464300000,-24.1159,5.61152,,-24.2573,5.66,3.40918,3.69144,-24.2095,5.68414,3.19464,3.77827,0.0752163,0.0881411,0.397496,0.27168
1,1477010464350000,25.0204,2.95025,-2.65249,-24.0944,5.81693,3.52475,3.54095,-24.0477,5.8713,3.27959,3.71127,0.0751623,0.0880773,0.397208,0.271488
0,1477010464400000,-23.9153,5.94377,,-23.9199,5.97062,3.60388,3.37401,-23.8818,6.05508,3.36239,3.64309,0.0750971,0.088069,0.396916,0.271482
1,1477010464450000,24.4151,2.87445,-1.95451,-23.7829,6.13499,3.25396,3.07433,-23.7117,6.23542,3.44302,3.57383,0.0750882,0.0880997,0.396559,0.272234
0,1477010464500000,-23.6471,6.29102,,-23.6239,6.28664,3.31945,2.9902,-23.5377,6.41227,3.52148,3.50357,0.0751161,0.0882053,0.396218,0.27304
1,1477010464550000,24.6376,2.87303,-2.30561,-23.4803,6.436,3.27221,2.8675,-23.3598,6.58559,3.59775,3.4324,0.0752527,0.0883967,0.396069,0.274075
0,1477010464600000,-23.0099,6.86182,,-23.2368,6.72235,3.57267,3.23497,-23.1781,6.75533,3.67185,3.36041,0.0752187,0.0883088,0.39564,0.273824
1,1477010464650000,23.4984,2.89476,-2.54438,-23.0441,6.85118,3.62638,3.0618,-22.9928,6.92146,3.74376,3.28768,0.0751723,0.0882715,0.395224,0.273724
0,1477010464700000,-22.6991,7.063,,-22.8262,7.04215,3.78753,3.11483,-22.804,7.08393,3.8135,3.21431,0.0750934,0.0881927,0.394772,0.27345
1,1477010464750000,23.4155,2.84865,-2.96974,-22.6113,7.1812,3.99732,3.03333,-22.6117,7.24273,3.88106,3.14038,0.0750073,0.0881408,0.394358,0.273185
0,1477010464800000,-22.5083,7.31524,,-22.431,7.3156,4.01009,2.8921,-22.4161,7.39782,3.94647,3.06598,0.0749248,0.0881277,0.393918,0.272999
1,1477010464850000,23.4113,2.79945,-3.47701,-22.1918,7.46754,4.41526,2.91781,-22.2173,7.54917,4.00974,2.99118,0.0748491,0.0881134,0.393945,0.272709
0,1477010464900000,-22.1947,7.69478,,-22.0067,7.62597,4.41439,2.84551,-22.0154,7.69679,4.07087,2.91607,0.074765,0.0880778,0.393838,0.272419
1,1477010464950000,23.43,2.74571,-2.70768,-21.8196,7.80947,4.15939,2.78101,-21.8105,7.84064,4.12989,2.84074,0.0746812,0.0879902,0.393392,0.272125
0,1477010465000000,-21.6473,7.94,,-21.619,7.9406,4.19376,2.67673,-21.6026,7.98072,4.18681,2.76526,0.0746006,0.0879112,0.392946,0.271849
1,1477010465050000,23.2089,2.79945,-2.9496,-21.431,8.067,4.15908,2.55802,-21.392,8.11703,4.24166,2.68971,0.0745392,0.0878439,0.392521,0.271613
0,1477010465100000,-21.0853,7.83229,,-21.2305,8.05733,4.0928,2.09491,-21.1787,8.24957,4.29447,2.61417,0.0744957,0.0882188,0.392195,0.272426
1,1477010465150000,22.551,2.71718,-2.6054,-21.0455,8.18743,3.84845,1.98303,-20.9628,8.37833,4.34526,2.53871,0.074515,0.0885839,0.392462,0.273394
0,1477010465200000,-21.0519,8.50983,,-20.8712,8.3549,3.89188,2.07531,-20.7444,8.50333,4.39406,2.46341,0.0746734,0.0887637,0.392743,0.273705
1,1477010465250000,22.036,2.70046,-3.40066,-20.62,8.48032,4.33331,2.15343,-20.5237,8.62457,4.4409,2.38835,0.0747289,0.0889268,0.392335,0.273624
0,1477010465300000,-20.21,8.68914,,-20.3531,8.64584,4.51488,2.25327,-20.3006,8.74206,4.48582,2.31358,0.0746865,0.0889438,0.391899,0.273333
1,1477010465350000,22.0803,2.72903,-2.81105,-20.1579,8.77203,4.25518,2.16027,-20.0753,8.85583,4.52884,2.23919,0.0747049,0.0889326,0.391674,0.273053
0,1477010465400000,-20.0633,8.86724,,-19.9713,8.862,4.22095,2.03476,-19.848,8.96589,4.57001,2.16524,0.0748482,0.0889687,0.391585,0.272819
1,1477010465450000,21.7757,2.72649,-2.79998,-19.7799,8.96053,4.08599,1.92778,-19.6186,9.07227,4.60937,2.09179,0.0751507,0.0890258,0.391927,0.272625
0,1477010465500000,-19.4861,8.96665,,-19.5662,9.0309,4.11976,1.8024,-19.3873,9.17499,4.64694,2.01891,0.0755385,0.0891855,0.392278,0.272513
1,1477010465550000,21.1919,2.63907,-3.30678,-19.3154,9.15174,4.42583,1.87217,-19.1542,9.27409,4.68278,1.94666,0.0758352,0.0892725,0.39203,0.272234
0,1477010465600000,-18.6786,9.19191,,-19.0094,9.26959,4.66187,1.90451,-18.9193,9.36959,4.71692,1.8751,0.0758697,0.0892976,0.391606,0.271937
1,1477010465650000,21.2718,2.70567,-3.3833,-18.7943,9.35134,4.66158,1.79241,-18.6827,9.46154,4.7494,1.80429,0.0759668,0.089349,0.391196,0.271638
0,1477010465700000,-18.4242,9.46852,,-18.5274,9.46665,4.78386,1.80794,-18.4446,9.54996,4.78028,1.73429,0.0759825,0.0893362,0.390766,0.271361
1,1477010465750000,20.15,2.6938,-3.97127,-18.2531,9.5119,5.12355,1.63199,-18.2049,9.63492,4.80959,1.66514,0.0759326,0.0894239,0.390614,0.271068
0,1477010465800000,-17.7736,9.72478,,-17.9298,9.66995,5.35982,1.79317,-17.9639,9.71643,4.83737,1.59691,0.0758663,0.0893525,0.390951,0.270927
1,1477010465850000,19.9101,2.61668,-3.29532,-17.6735,9.78539,5.07575,1.77491,-17.7214,9.79457,4.86368,1.52964,0.0758166,0.0892559,0.39065,0.270874
0,1477010465900000,-17.3436,9.88109,,-17.401,9.8858,5.14929,1.75554,-17.4777,9.86936,4.88856,1.46338,0.0758185,0.089162,0.390414,0.270922
1,1477010465950000,19.9648,2.60466,-3.6641,-17.1414,9.97968,5.21852,1.7157,-17.2328,9.94087,4.91205,1.39818,0.075856,0.0890834,0.390251,0.271032
0,1477010466000000,-16.8876,10.145,,-16.872,10.0943,5.27846,1.74081,-16.9868,10.0091,4.93421,1.33408,0.0759618,0.089075,0.390157,0.2714
1,1477010466050000,19.4316,2.59454,-3.65134,-16.6062,10.1762,5.31509,1.66979,-16.7396,10.0743,4.95507,1.27113,0.0761331,0.0891049,0.390094,0.271739
0,1477010466100000,-16.5153,10.3091,,-16.3773,10.2547,5.24382,1.57773,-16.4915,10.1362,4.97469,1.20937,0.0762357,0.0891786,0.389873,0.271985
1,1477010466150000,19.2581,2.55982,-3.71646,-16.1081,10.339,5.35143,1.53703,-16.2424,10.1952,4.99311,1.14883,0.0764083,0.0893322,0.389808,0.272289
0,1477010466200000,-16.006,10.1843,,-15.9135,10.3081,5.11244,1.15392,-15.9924,10.2511,5.01039,1.08956,0.0764137,0.0892753,0.389418,0.272012
1,1477010466250000,18.8573,2.55678,-3.53147,-15.6686,10.3683,5.03759,1.08049,-15.7416,10.3041,5.02655,1.03159,0.0764064,0.089229,0.389,0.27173
0,1477010466300000,-15.5699,10.1904,,-15.4866,10.3192,4.80601,0.728378,-15.4899,10.3543,5.04166,0.974957,0.0763247,0.0891482,0.388736,0.271678
1,1477010466350000,17.9383,2.48774,-4.22288,-15.1664,10.3737,5.34348,0.700546,-15.2376,10.4016,5.05576,0.919692,0.0763141,0.0890622,0.388548,0.271577
